,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,56.8486442508,5,24,129.587557653,54.3958703159,0.333049232155,0.314931107328,0.0260393687963,95.0073854045
