,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,52.4193123278,5,24,120.728893807,36.3274728785,0.628714883892,0.237462506883,0.584448958253,8.58166329009
