,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,66.2619953866,5,24,148.414259925,97.0759209587,0.310906356207,0.303728028349,1.20426411118,172.687228492
