,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,53.0114486972,5,24,121.913166546,5.39700689089,0.552783134865,0.240815078824,0.183305074194,18.2124157108
