,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,88.3985116607,5,24,192.687292473,25.9281369779,0.128973573439,0.06927012932,0.480759760086,7.41786565636
