,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,50.7337202001,5,24,117.357709552,1.24561044165,0.69291543351,0.302677040728,1.4341862654,2.07772633957
