,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,56.7026282132,5,24,129.295525578,1.39170937717,0.432926007563,0.193679314674,0.218370419421,3.07336631015
