,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,16.5967284363,5,24,49.0837260243,130.426165528,0.998973488188,0.994312691735,2.23311412036,117.833038844
