,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,74.4166429262,5,24,164.723555004,47.7738223827,0.275375261829,0.0931570121048,0.143277757563,8.46148728916
