,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,68.3390068702,5,24,152.568282892,2.92347370357,0.309465124844,0.14544245451,0.192792170715,19.8892312334
