,iteration,success,nllh,k,N,bic,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,74.8541960615,4,24,162.420607444,0.246677748464,0.147342387552,0.726793359039,140.441285884
