,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,61.3481516736,4,24,135.408518669,45.3283342886,0.416476800282,0.158864472748,4.22444267788
