,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif_rel
0,0,True,65.274070899,5,24,146.43841095,45.0864249755,0.555361599551,0.091882782462,0.164259114336,0.0218049280149
