,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif_rel
0,0,True,77.1514390735,5,24,170.193147299,48.8631035765,0.249070802636,0.0668007030197,0.146812862332,0.768262976758
