,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,64.0553905205,5,24,144.001050193,44.5795955987,0.477722826713,0.120706243762,0.755073175221,6.88460821823
