,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,71.7772683659,4,24,156.266752053,30.7913289419,0.43970368208,0.0675965061579,2.23418415293
