,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif_rel
0,0,True,74.7119873807,5,24,165.314243913,43.4135141901,0.27723436808,0.09057293824,0.533279925887,0.339614087204
