,iteration,success,nllh,k,N,bic,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,48.9517987666,4,24,110.615812855,0.278526635693,0.788637560396,0.680716674463,65.1182014949
