,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,63.2112546677,4,24,139.134724657,2.29559568483,0.536820793537,0.127406247217,34.9593525598
