,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_rel
0,0,True,67.534181853,5,24,150.958632858,41.7577997198,0.3846095239,0.132072060481,0.621743745157,26.7679075048
