,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,79.1523196446,5,24,174.194908441,13.2829019752,0.269920211955,0.0782052803419,0.17048686866,13.3277283866
