,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,53.6676674049,5,24,123.225603962,76.4152363238,0.457991682902,0.449374479201,2.42904855474,132.235433288
