,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,71.4508245889,5,24,158.79191833,2.28282018923,0.381158594206,0.0586867943693,0.169295587897,3.24977960172
