,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,71.8743779975,5,24,159.639025147,24.8659777127,0.268274987916,0.176553814316,0.250171388412,12.1820413993
