,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_rel
0,0,True,65.7062440374,5,24,147.302757227,15.1266692978,0.579269707241,0.11909766726,0.620052314772,27.117105343
