,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_rel
0,0,True,65.0885254886,5,24,146.067320129,35.2287853229,0.486967233391,0.102043330523,0.514102742259,18.864435582
