,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,42.0437372081,5,24,99.9777435679,1.61438317302,0.487189714223,0.439970099476,0.269189367502,1.58068470945
