,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,59.8398627882,5,24,135.569994728,6.32816245152,0.981202307006,0.0575277035905,0.312024252757,61.324863116
