,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,25.1737491225,4,24,63.0597135663,65.5741814162,0.998230670788,0.759445673628,336.336462862
