,iteration,success,nllh,k,N,bic,c,p_stop_geom(cost=high),p_stop_geom(cost=low),tau
0,0,True,77.7735756111,4,24,168.259366544,50.6777788637,0.177496600036,0.104806194324,21.8560489531
