,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,16.6356819228,5,24,49.1616329974,159.952739108,0.999693384437,0.998020196356,1.09491254389,89.6747790461
