,iteration,success,nllh,k,N,bic,p_stop_geom(cost=high),p_stop_geom(cost=low),pow_gain,tau
0,0,True,48.7685497881,4,24,110.249314898,0.453301698105,0.401351082418,1.46301456942,52.5439359083
