,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,58.6582170974,5,24,133.206703346,46.9277721116,0.408876342569,0.195777223164,0.993539289457,8.07850110034
