,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,103.887341509,5,24,223.664952171,7.7013693128,0.0643515522093,0.0335324998299,0.58414972177,20.3713498034
