,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,67.8626397642,5,24,151.61554868,1.75305448749,0.305120699904,0.137953003024,1.0312120612,1.38768552351
