,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,73.7199165252,5,24,163.330102202,87.3051631295,0.289801552225,0.084292713934,0.0136099302716,141.649973149
