,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,42.4771288575,5,24,100.844526867,159.288261853,0.867817409837,0.386131586341,1.27951763957,42.9777943651
