,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,42.0261480834,5,24,99.9425653185,80.4977823709,0.492474184991,0.492548403171,0.0067411511053,6.29899882147
