,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,74.0267753441,5,24,163.94381984,2.25702458338,0.211640319193,0.102225268434,0.828662807666,2.82266071761
