,iteration,success,nllh,k,N,bic,c,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,66.2308829631,4,24,145.173981248,50.1776125719,0.354613526379,0.15525162813,5.14971980251
