,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,66.643118485,5,24,149.176506122,7.50663601088,0.230727757453,0.2544878227,0.522281138538,2.44183955438
