,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,51.4086271632,5,24,118.707523478,19.5627403916,0.372293137442,0.32667372919,0.0297114531685,3.14640928454
