,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,88.8777672327,5,24,193.645803617,31.7222228059,0.217644015566,0.0725426781422,0.709308759594,27.239688245
