,iteration,success,nllh,k,N,bic,p_stop_geom(cost=high),p_stop_geom(cost=low),pow_gain,tau
0,0,True,25.4768316021,4,24,63.6658785255,0.92678597605,0.885283979735,0.163883162471,52.6113834258
