,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,66.146429108,5,24,148.183127368,1.35335428891,0.401094959898,0.110612091345,1.17914707048,1.12394742637
