,iteration,success,nllh,k,N,bic,c,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,79.4446483327,5,24,174.779565817,40.8347082009,0.254496739916,0.0642776575679,0.170266122195,7.21575694652
