,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,83.5473923513,5,24,182.985053854,54.7796005151,0.333344830299,0.0410507523712,0.540815570075,27.8938563758
