,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,41.0668101596,5,24,98.0238894709,8.1843891213,0.597680698451,0.627713186061,0.282032751522,23.9602619088
