,iteration,success,nllh,k,N,bic,c,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,60.5334311883,5,24,136.957131528,41.1822657375,0.83938681635,0.0843542127053,0.362019000495,3.45936922632
