,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,60.4772028508,5,24,136.844674853,4.20422203443,0.774865690103,0.0730494002811,0.231797075877,13.7150549134
