,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,25.1142076784,5,24,66.1186845086,278.687448553,0.982074496617,0.855936899884,0.774164662844,69.7879736616
