,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,66.4263013457,5,24,148.742871843,17.7612678611,0.279610803069,0.156455220957,0.0151528957775,78.173556581
