,iteration,success,nllh,k,N,bic,p_stop_geom(cost=high),p_stop_geom(cost=low),pow_gain,tau
0,0,True,68.7255787806,4,24,150.163372883,0.233501260466,0.238232761751,0.886605263049,34.5059246414
