,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,46.9817106862,4,24,106.675636694,28.3541281651,0.658114092399,0.364308651444,3.03989979586
