,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,29.5341367618,5,24,74.9585426754,242.632857745,0.882398241936,0.851429242939,0.564174047062,108.862281961
