,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,68.8833611687,5,24,153.656991489,9.30502485016,0.468584813761,0.112989145848,0.546889801538,14.3495775104
