,iteration,success,nllh,k,N,bic,c_0,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif_rel
0,0,True,49.5426169625,6,24,118.153556907,43.4423010098,2.11678564446,0.400581772052,0.455340251528,0.33338682325,1.1163739581
