,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif_rel
0,0,True,67.0268398509,5,24,149.943948853,48.0939724944,0.594469308016,0.0703229936714,0.475058746256,0.550498558388
