,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,67.5651435409,4,24,147.842502403,43.5813720126,0.266895215316,0.148542908383,9.60156095049
