,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,103.845127778,5,24,223.580524708,21.2621149262,0.0737428985364,0.0373148653783,0.0559171245291,92.7440396912
