,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,71.2688321149,5,24,158.427933381,0.502084301642,0.285145569516,0.0884582915278,0.25219925245,0.439503797004
