,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau_unif
0,0,True,71.8493215904,5,24,159.588912332,35.1299275508,0.448543920234,0.0678974328935,0.174883225283,0.171689142179
