,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,49.0706681503,4,24,110.853551622,43.8316784627,0.489404364265,0.440351596453,2.03301651775
