,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,79.9679245647,5,24,175.826118281,13.021252204,0.159685382253,0.169165370918,0.725119561516,26.790276236
